Timestamp,Department,Course Number,Semester,DCID (EX: DC1233 or DCF2456),Assignment (Early or Late),"Assignment Type
6/1/2026 23:04:25,CMIST,84389,S25,DC339937,Late,Final Paper,3.5,The student does a great job at identifying the different approaches and theories that could be used to analyze the AQAP and justifying their reasons for the approaches. The student connects it to the paper by also talking about the limitations of these approaches and incorporating other relevant scholarly source material. ,3,The student provides a lot of source material that is appropriate and relevant to the subject of study in the paper. The source materials are also mostly rigor except for a handful of source materials. ,3,The student does a good job at providing adequate information and context from the source materials and creating reasonable interpretations from these information that supported most of the major points that the student made about AQAP. ,0,"Since the AQAP was established less than 20 years ago (in 2009), the student doesn't really explain any other subject of study that was beyond the recent past. ",2,"The student provided a lot of theoretical frameworks that could be used to analyze AQAP and their development in less than 20 years of establishment, but doesn't explain how these theoretical frameworks have changed or developed over time. ",2,The student does incorporate their own way of thinking into the context of the theoretical gaps that the provided theories fail to explain when it comes to analyzing AQAP by talking about information they have learned in class and incorporating other theoretical frameworks. ,,Jerry,9
5/28/2026 1:29:24,LCAL,82273,S22,DC703107,Late,Final Paper,3.5,I think this was well covered throughout the entirety of the paper with mentions of multiple scholarly sources.,3,"A variety of sources are used well throughout, especially in the background information section",3,The evidence was used to support its points but I thought they could have done better on the survey only having two responders,3,This was covered well throughout the background information section,3,No huge flaw here,3,The reflection portion covered a lot regarding the student's initial thinking and how learning about different traditions influenced these thoughts.,,Henry,14
5/27/2026 5:33:40,CMIST,84389,S25,DC432602,Late,Final Paper,2,The paper describes very well regarding the fundamental questions of the topic. (Only in the beginning),2.5,Most sources were credible and good in quantity,3,Each points stated were all backed up by the evidences. ,0.5,The paper does not talk about the past. Only a few sources are from the past more than 20 years ago. ,2,The idea does develop over time by viewing the case in different ways. ,0,The student does not state how the student's thinking relates to the paper. ,,Noah,11
5/26/2026 17:57:14,CMIST,84389,S26,DC520475,Early,Short Paper,3,"The student describes a lot of factors that contribute to how Hezbollah should be viewed as, as well as describing the factors that allow Hezbollah to be as influential as it has been in Lebanon and regions around the country. The student uses lots of relevant scholarly source material to talk about these factors. ",NA,,NA,,2,"The student talks about how the Hezbollah have developed and changed over the past 20-30 years, from its creation in 1982 due to the Israel invasion of Lebanon to the Iranian-Israel conflict in 2024. However, I feel like the explanation of the connections between these development over the years are limited and lack depth. ",3,"The student goes in depth into how the principles, practices, goals, and traditions of Hezbollah have changed based on the changing circumstances from the 1980s to present-day. For instance, the student talks about the stabilized political power that the group have inside the Lebanon government since their participation in 1982, using their influence in schools and youth programs, to current day, where their legitimacy have decreased due to their methods. ",NA,,,Jerry,5
5/28/2026 23:50:18,LCAL,82273,S22,DC817208,Late,Final Paper,2.5,I think the factors listed are very descriptive with multiple sources but I think compared to the rest of the paper there could a bit more analysis instead of description,3.5,A very strong collection of sources are used,3.5,The different sources were used to back up different points,3.5,"I think this portion was very well done, with different opinions and perspectives spanning almost a century",3,,3,I think there was a lot that the student wrote connected to their own experiences,I think this is an extremely well written piece that covers the points on the rubric very well,Henry,15
5/28/2026 0:28:07,CMIST,84389,S26,DC520475,Late,Short Paper,3,The student identifies the different approaches that Hezbollah have taken to respond to efforts targeted towards destroying Hezbollah and similar groups and uses relevant scholarly source material to connect these factors/approaches with one another. ,NA,,NA,,1,"The student talks about how Hezbollah have relied on Iran's financial support over the past 40 years to survive and be influential in the region they reside in. However, it feels more like a passing acknowledgement from the student about Hezbollah.",2,The student uses a couple of theories to talk about the shifting approaches/goals of Hezbollah but doesn't describe how these theories have changed or developed over the years. ,NA,,,Jerry,5
5/29/2026 0:15:18,LCAL,82273,S22,DC218271,Late,Final Paper,2.5,I also think compared to other areas of the paper this part could have been expanded upon a little more,3.5,Lots of strong sources that span different genres are used to strengthen the paper,4,I think the evidence sources are very well analyzed to support the author's arguments that it doesn't feel too wrong to give a 4,3,This is covered well with appropriate evidence and different cultural terms,3,This part is covered with lots of evidence provided,2.5,I think the personal reflection is slightly lacking compared to other parts of the essay,,Henry,26
5/29/2026 0:37:02,LCAL,82273,S22,DC442301,Late,Final Paper,3,A variety of factors were given when describing the main topic of the paper ,2.5,The sources were good that each supported strong arguments but I think there could have been more than could have bene used for analysis,3,I think there was a good use of sources as well as mentions on shortcomings of the source which I liked. ,3,Strong points are used to support this point. ,3,I think this was well covered with a variety of cultural aspects described and historical references that explain the cultural aspects,2,This area was mentioned but definitely had potential to develop further,I think it's overall a strong paper but a few more sources could really elevate this further,Henry,12
5/29/2026 2:08:50,LCAL,82273,S22,DC657660,Late,Final Paper,2.5,I think it was somewhat well covered but could have been more detailed,3.5,There were lots of sources used and I also appreciated how the author talked about potential shortcoming regarding sources they used,3,The sources are utilized well to support the primary argument,2,I don't think 'the recent past' was something that was explicitly mentioned and I think this may be due to the author's research question. There were some areas that broadly related to the recent past but not something specific,2.5,"Again, I don't think there was a strong focus on how traditions change over time but rather investigating the relation between tradition and other factors",2.5,Not too much area for the student to provide detailed accounts of their own thinking,,Henry,16
5/29/2026 8:23:26,LCAL,82273,S22,DC546554,Late,Final Paper,2.5,There are multiple factors described but I would say that in terms of depth or detail some could have been analyzed more,3,Good variety of sources used,3,sources are used to support arguments throughout the paper,2.5,"While covered, I believe this could have been done in more depth",3,There are mentions of how the tradition has developed over time.,2.5,I think there could have been more in terms of personal reflection,The base of the paper is strong but could be better in terms of detailed analysis and nuance,Henry,13
5/29/2026 8:49:06,LCAL,82273,S22,DC752893,Early,Short Paper,2,The topic is covered discussing a variety of factors but nothing regarding scholarly sources,2,The sources used were good as stated in instructions,2,There was no bibliography so hard to compile which sources were consulted,1,There wasn't too much describing the topic beyond the recent past ,2,I think a tradition was definitely identified but there was not too much analyzing how it developed over time,1.5,There was only a short link connecting personal connection and tradition,,Henry,8
5/29/2026 9:24:43,LCAL,82273,S22,DC703107,Early,Short Paper,2.5,Good mentions of factors but not scholarly sources used,2,The sources used were good but it doesn not seem any additional sources wer e,2,There is no bibliography provided,2.5,The norms of the 1980s are somewhat discussed but I think this could have been done with more detail,3,Needs more detail but fits criteria 3,2.5,"The student gave their opinion as well as some reasoning which was good, but could have been expanded upon a little more",,Henry,8
5/29/2026 9:51:23,LCAL,82273,S22,DC817208,Early,Short Paper,2.5,"Definitely a few factors stated but not the most descriptive, and also no scholarly sources",2,No additional sources aside from films,2,No biliography,1,Very few acknowledgement about the recent past,2.5,There are mentions but they are not very clear or direct,2,Personal opinion was underdeveloped when describing the tradition,,Henry,7
5/29/2026 10:05:37,LCAL,82273,S22,DC218271,Early,Short Paper,2,Multiple cultural factors are introduced as subjects of study but not too much on factors to evaluate them,2,No sources other than the original two are consulted,2,No bibliography,1,There was virtually nothing regarding connecting the topic to the recent past,2,It was hard to find mentions of how the tradition was developed. Also not very ,2.5,The student mentions their own opinion with a very brief explanation,,Henry,6
5/26/2026 17:26:52,CMIST,84389,S26,DC588720,Early,Short Paper,2.5,The student briefly describes the reason why the PKK should be separated from just being a terrorist group using the definition of terrorism from relevant scholarly source material but it feels more like a statement rather than a description of the reason. ,NA,,NA,,1,The student only mentions when the PKK was founded and the fact that the group initiated an armed insurgency against Turkey by 1984. ,2,The student provides a couple of explanations for how the PKK started and is continuing to grow over time. However the student doesn't talk about how these explanations/theories have changed over time,NA,,,Jerry,4
5/28/2026 0:18:18,CMIST,84389,S26,DC588720,Late,Short Paper,3,"The student states the different approaches that the Turkish government have undergone to weaken and destroy the PKK organization, using scholarly source material to back up their claims. ",NA,,NA,,2,The student talks about the different events that has happened against the PKK by the Turkish government beyond the past twenty years. However the student's explanations could be further developed as it feels pretty limited.  ,2,The student talks about the different theories regarding the methods that Turkey have used to dismantle the PKK. However the student does not acknowledge how these theories have changed over time. ,NA,,,Jerry,5
5/27/2026 6:22:34,CMIST,84389,S25,DC657285,Late,Final Paper,2,The paper well describes the fundamental questions surrounding the paper's idea at the beginning when introducing the problem. ,2.5,The evidences are good in quantity wise and are credible (Not 3 not all evidences were scholarly evidences),3,"The ideas were built off from the evidences, hence minor omissions. ",1,Does not really talks about the past except for the time when introducing the start of LeT,1.5,The idea seems to be developing over time but I didn't feel too many connections going on. ,0,The student does not talk about how the student's idea relates to the paper's idea,,Noah,10
6/1/2026 23:55:53,CMIST,84389,S25,DC936881,Late,Final Paper,3,"The student does a good job of explaining the different factors and approaches that can be used to examine the Ethiopian Civil War, as well as the limitations of these approaches to examining the Ethiopian Civil War. The student connects it well to the body of the paper and incorporates relevant scholarly source material. ",3,The source materials are plenty for the assignment. They are also appropriate and relevant to studying the Ethiopian Civil War. The source materials provided were also mostly rigor. ,3,The student provided adequate information from the source materials to create reasonable interpretations that support most of their major points.,3,The student provides comprehensive explanations that allows the readers to understand how events from beyond the recent past (from the overthrow of the Ethiopian emperor in 1974) have shaped to the Ethiopian Civil War throughout the years and into what it is today. ,2,"The student identifies multiple theories that could be used to explain the Ethiopian Civil War from a theoretical lens, but the student doesn't provide any explanations into how these theories have changed or developed over time. ",3,The student clearly describes their own way of thinking when it comes to examining the Ethiopian Civil War from a theoretical standpoint and the reasons why the Ethiopian Civil War happened by connecting to other theoretical frameworks. ,,Jerry,12
5/27/2026 0:00:23,CMIST,84389,S26,DCF24146,Early,Short Paper,3,The student explains the historical factors that led to the establishment of Hamas in 1987 as a way to influence how and why Hamas is viewed and examined as a terrorist group and incorporates relevant scholarly source material to support these factors. ,NA,,NA,,3,"The student talks about the history of Hamas and how it was established in 1987, which is beyond the recent past. Their explanations of the history of this group is mostly comprehensive but does lack some key points and analysis.",2,The student identifies multiple explanations as to why the people in Gaza will join Hamas. However the student doesn't expand upon how these ideas have changed or developed over time. ,NA,,,Jerry,4
5/28/2026 23:36:02,CMIST,84389,S26,DCF24146,Late,Short Paper,4,The student explains in depth how the Israelian strategy of leadership decapitation of Hamas have turned out for both the Israelis and Hamas by explaining the limitations of leadership decapitation overall through relevant scholarly source materials. ,NA,,NA,,1,"The student talks about the adaptation of Hamas as one of the main reason why Hamas has survived for more than 40 years. However, the student only mentions events that were more recent (1-3 years ago), so it is not beyond the recent past. ",2,The student mentions Jordan's 2014 framework on leadership decapitation and Hazelton's 2017 counterinsurgency framework when talking about the effectiveness of Israeli strategy against Hamas. However the student doesn't talk about how these ideas themselves have developed over time. ,NA,,,Jerry,5
5/30/2026 15:18:03,CMIST,84389,S25,DCF24162,Late,Final Paper,2.5,The student clearly describes key factors that influence the subject of study.,3,The quantity of evidence is appropriate; the evidence is from various sources.,2.5,Main points are either supported by data evidence or relevant source materials.,2,Phenomenon and interpretations are stated.,1.5,The article is mostly about history of wars and terrorism instead of how way of thinking developed overtime.,1.5,The student states some personal thoughts in the end (but not sure whether this could be counted as own way of thinking.),,Grace,10
6/1/2026 13:00:59,CMIST,84389,S25,DCF24162,Late,Final Paper,3,The student clearly describes the different approaches that could be used to analyze the JI and connects it to the subject of the paper. The student also uses relevant scholarly source material to support their claims about each of these approaches.  ,2,"The student uses a lot of source materials in their paper. The source materials are mostly appropriate to the subject of study, but some of the source materials are not rigor. ",3,The student uses adequate information and context from the source materials to create interpretations that support most of their major points about JI. ,3,The student does describe the historical context and events that was caused by the JI beyond the recent past and how it has shaped their future in terms of their goals and their eventual disbandment. ,2,The student identifies a couple of theories to describe and analyze JI but the student doesn't address the development of these theories over time. ,1,The student talks about their thoughts in the conclusion paragraph but there is really no acknowledgements to how the traditions influenced his thinking. ,,Jerry,10
5/26/2026 23:43:40,CMIST,84389,S26,DCF2430,Early,Short Paper,3,"The student states their reasons for why Viv Ansanm should be viewed as a terrorist gang group, but doesn't go further into the explanation. ",NA,,NA,,0,"The Viv Ansanm was more recently established and its beginning from G9 Alliance and G-PEP only started in 2020, so there was no mention of other issues or events that influenced the study of Viv Ansanm in the beyond the past 20 years",2,The student talks about the idea of attrition-based terrorism and connects it to the Viv Ansanm but doesn't go further into how this idea have changed or developed over time. ,NA,,,Jerry,5
5/31/2026 23:51:04,English,76247,F21,DC258508,Late,Final Paper,NA,,2.5,There are appropriate quantity of evidence and all are appropriate as they are all from Shakespeare. ,3,"As each ideas are built off from the writings from Shakespeare and holes are also filled with his works, most major points are covered. ",0,Any recent activities regarding recent past are not mentioned. ,NA,,NA,,,Noah,4
5/31/2026 23:59:34,English,76247,F21,DC293286,Late,Final Paper,NA,,2,"The sources are appropriate but only 2 sources were mentioned, which are not appropriate when it comes to quantity. ",2.5,"As each stories/evidences acted like a root, most informations were supported by the evidences. However, since there were not that many evidences, I believe there are some lacking points. ",0,Nothing about the recent part was mentioned. ,NA,,NA,,,Noah,5
6/1/2026 0:09:18,English,76247,F21,DC582382,Late,Final Paper,NA,,2,The sources are appropriate but not appropriate when it comes to quantity since there are only 2 sources/evidences. ,2.5,"Since each ideas were built off from the evidences, I believe the source materials were strategically used. ",1,There were some mentioning regarding the past but only the beginning when explaining the reason why Shakespeare writes the way he did. ,NA,,NA,,,Noah,6
6/1/2026 0:17:21,English,76247,F21,DC151237,Late,Final Paper,NA,,2,Sources were appropriate but not appropriate when it comes to quantity. ,3,All ideas were built off from the evidences. Hence most major points were covered. ,0,History was not really mentioned. ,NA,,NA,,,Noah,6
6/1/2026 0:26:07,English,76247,F21,DC399646,Late,Final Paper,NA,,2,"Appropriate sources, but not appropriate quantity. ",3,"Major points were covered by the evidences and the author took an extra step to do analysis based on the info, filling in any possible gaps. ",0,Does not mentions regarding past. ,NA,,NA,,,Noah,6
6/1/2026 0:39:48,English,76247,F21,DC581293,Late,Final Paper,NA,,2,Appropriate in context but not in quantity,2.5,Ideas were built off from the evidences and each ideas offer different perspectives. ,0,History was not mentioned. ,NA,,NA,,,Noah,6
6/1/2026 9:14:24,LCAL,82273,S22,DC969766,Early,Short Paper,2,"I don't think was very clearly articulated throughout the paper, as there was just a lot of description",2,Only sources listed in instructions are used,1,Not too much about the material itself to support analyses but rather felt like a listing and summary.,1,This portion was also unclear with few mentions on how it connects to the past.,0.5,I think there was more or less no mention on this portion,1,Student talks about their own thinking but rarely in mention to the traditions,I think the student onnly really covered the points in the instruction sheet but did not elaborate much to demonstrate mastery in the CXT rubrics,Henry,5
6/1/2026 9:36:44,LCAL,82273,S22,DC442301,Early,Short Paper,1.5,Somewhat vaguely mentioned ,2,Same as others,1.5,The main sources are talked about a lot but I'm not too sure if they necessarily supported the major points,1,Very vague with no mention of recent past,1.5,Multiple interpretations of traditions are mentioned but not thoroughly described.,1.5,Some personal connections but not very thorough or built upon.,Similar to the last paper only really covers the surface and feels more like a summary of sources rather than an analysis,Henry,6
5/28/2026 23:16:14,CMIST,84389,S26,DCF2430,Late,Short Paper,3,"The student identifies different approaches to weaken Viv Ansamn in Haiti and justifies how some approaches have been somewhat effective or weak against the Viv Ansamn, using multiple scholarly source material. ",NA,,NA,,0,"Since the Viv Ansamn was established within the past 20 years, the student did not talk about any other subject of study that was beyond the recent past. ",2,The student states that fragmentation has been one of the biggest concerns for Viv Ansamn and why that is the case based on the nature of fragmentation. However the student doesn't talk about how this tradition has changed over time generally speaking. ,NA,,,Jerry,3
5/26/2026 16:21:42,CMIST,84389,S26,DCF2432,Early,Short Paper,3,The student categorizes that the Sudanese Civil War should be examined as a civil war rather than a terrorism or insurgency campaign and explains their reasons for categorizing it as such using relevant scholarly source material. ,NA,,NA,,0,"Since the Sudanese Civil War started more recently (less than 20 years ago), the student doesn't identify any other issue for analysis in relation to phenomena beyond the recent past.",2,The student identifies multiple theories/explanations for why the civil war might have started. However they don't describe how these theories/explanations have changed and/or developed over time. ,NA,,,Jerry,4
5/27/2026 10:35:26,CMIST,84389,S26,DCF2432,Late,Short Paper,3,"The student does a good job of explaining the different approaches used to stop the Sudanese Civil War. The student describes the limitations of these approaches and why nothing positive has happened from these methods, using scholarly source material to connect these factors. ",NA,,NA,,0,"Due to the fact that the Sudanese Civil War only started after the pandemic, the student doesn't mention any other subject of study that is beyond the recent past. ",2,The student uses the civil war theory to talk about the reasons for why there has been no progress in solving the Sudanese Civil War at the moment. However the student does not go further into how this theory have changed or developed over time.,NA,,,Jerry,4
6/1/2026 21:23:32,LCAL,82273,S22,DC657660,Early,Short Paper,1.5,Vague but somewhat present,2,,2,Only sources used are mentioned throughout the paper,1.5,it was difficult to find any mention to the recent past. ,2.5,The traditions were mentioned throughout the paper but I think there could have been more detail,3,There were connections to student's thinking to the traditions,Overall I think this paper was more descriptive and did not cover too much on analysis that covered the CXT rubric,Henry,9
5/26/2026 17:04:32,CMIST,84389,S26,F25254,Early,Short Paper,3,The student clearly describes why the al Qaeda attacks on the US embassies should be considered terrorist acts rather than an insurgency or civil war using the definition of terrorism from relevant scholarly source materials to connect it to these attacks ,NA,,NA,,2,"The student select the al Qaeda attacks as the event that the student want to examine. These attacks happened in 1998 which is more than 20 years ago in relation to today. The student also goes into detail on the circumstances that led to these attacks, such as the US's role in the Middle East or ""Muslim lands"" in the early 1990s",2,The student provides a couple of explanations on why al Qaeda carried out these attacks on US embassies in 1998 but does not go further into how these explanations/theories have changed over time. ,NA,,,Jerry,5
5/27/2026 11:27:29,CMIST,84389,S26,F25254,Late,Short Paper,4,The student does a great job at explaining the different approaches that the US took to counter al-Qaeda and eliminate the organization after the 9/11 attacks. The student talks about the effectiveness of each of the US methods and the limitations of them as well. The student incorporates theories from different scholarly source materials to connect these factors to one another. ,NA,,NA,,3,"The student does a good job at talking about connecting how the 9/11 attacks in 2001 have shaped the events afterwards in the US targeting al-Qaeda and invading countries that support the group, but also talking about how the US counterterrorism have expanded terrorist groups and the jihadist ideology. ",3,"The student does a good job at explaining the idea of ""hearts and minds"" in conventional counterinsurgency doctrines but then talking about how that idea has changed in 2017 based on Jacqueline Hazelton's (an international security academic) ""Hearts and Minds’ Fallacy…”, where successful counterinsurgency campaigns often rely on coercion and violence rather than legitimacy alone according to Hazelton. ",NA,,,Jerry,9
5/19/2026 21:22:10,LCAL,82273,F24,DC863354,Late,Final Paper,2,"The student states the factors such as when, what, where at the beginning, but does not connect them to the body of the study.",1.5,"The student develops the article based on this Japanese movie, but I personally think he/she lacks outside source materials to support the major points.",2,"The student provides adequate information from the movie, but does not necessarily support all the major points.",1,The student points out the social phenomenon but does not expand topic or give further information on that.,1.5,The student did not mention clearly how has this way of thinking developed overtime.,2,The student give personal opinion in the article but connection between their thinking and the tradition is limited.,,Grace,12
6/16/2026 21:50:47,Business,70334,S26,DC711314,Early,Paper,3,Good,3,Good sources were used,3,Good,,,1.5,Implied but not backed up,,,,Henry,9
6/16/2026 22:06:05,Business,70334,S26,DCF24217,Early,Paper,2.5,,3,,3,,,,,,1,,,Henry,9
6/16/2026 22:14:34,Business,70334,S26,DC130856,Early,Paper,2.5,,2,Not as much sources compared to other artifacts of same assignment,2.5,,NA,,1,Barely any mentions on the development of thinking,NA,,,Henry,8
6/16/2026 22:35:29,Business,70334,S26,DCF2490,Early,Paper,2.5,Explores a variety of factors,3,,2.5,,,,,,1,vague,,Henry,9
6/16/2026 22:55:04,Business,70334,S26,DC711314,Late,Paper,2.5,,3,,3,,NA,,1,Vague,NA,,,Henry,9
6/17/2026 0:06:51,Business,70334,S26,DCF24217,Late,Paper,2.5,,3,Lots of sources,2.5,,NA,,1,Similarly vague,NA,,,Henry,8
6/17/2026 0:16:48,Business,70334,S26,DC130856,Late,Paper,3,,2,Only two sources used,2,,NA,,2,Brief but still somewhat mentioned,NA,,,Henry,8
6/17/2026 0:30:14,Business,70334,S26,DCF2490,Late,Paper,3.5,,3,,3,,NA,,1.5,,NA,,,Henry,9